,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_S
0,-1.5608480947858476,1.3594116374373146,1.4923027589562516,-0.4586086847328526,-0.45630493409294504,-0.12240962213830797,-0.4659334899897397,0.6054772391594245,1.0
1,-0.3633008496484301,1.3594116374373146,-0.14870162553003535,-0.4586086847328526,-0.45630493409294504,-0.3887486393631776,-0.4659334899897397,0.6054772391594245,1.0
2,-1.5608480947858476,1.3594116374373146,-0.015927363216628337,-0.4586086847328526,-0.45630493409294504,1.6276283928373512,2.1462290680629748,-1.6515897466076452,1.0
3,0.8342463954889875,-0.7356123579206248,2.4300195500912727,-0.4586086847328526,-0.45630493409294504,-0.5280548303094992,-0.4659334899897397,0.6054772391594245,0.0
4,0.8342463954889875,1.3594116374373146,-1.2427045485208932,-0.4586086847328526,-0.45630493409294504,-0.494751123262857,-0.4659334899897397,0.6054772391594245,0.0
5,0.8342463954889875,-0.7356123579206248,-1.0864184166650563,-0.4586086847328526,-0.45630493409294504,-0.49638262793168486,-0.4659334899897397,0.6054772391594245,0.0
6,-0.3633008496484301,1.3594116374373146,-0.8519892188813012,0.44092129744288033,-0.45630493409294504,-0.12095115584344669,-0.4659334899897397,0.6054772391594245,1.0
7,0.8342463954889875,-0.7356123579206248,-0.015927363216628337,-0.4586086847328526,-0.45630493409294504,-0.49071768116492126,-0.4659334899897397,0.6054772391594245,0.0
8,0.8342463954889875,-0.7356123579206248,0.8671582315329042,1.3404512796186134,-0.45630493409294504,-0.3659178739027993,-0.4659334899897397,0.6054772391594245,0.0
9,0.8342463954889875,-0.7356123579206248,-0.3049877573858722,1.3404512796186134,-0.45630493409294504,-0.478100299729857,-0.4659334899897397,0.6054772391594245,0.0
10,0.8342463954889875,-0.7356123579206248,-0.6175600210975459,-0.4586086847328526,-0.45630493409294504,-0.46393793281294815,-0.4659334899897397,0.6054772391594245,0.0
11,-0.3633008496484301,-0.7356123579206248,-0.5394169551696275,-0.4586086847328526,-0.45630493409294504,-0.3887486393631776,-0.4659334899897397,0.6054772391594245,0.0
12,-1.5608480947858476,-0.7356123579206248,1.7267319567400068,0.44092129744288033,0.7605082234882418,0.9842284588360583,-0.4659334899897397,0.6054772391594245,0.0
13,0.8342463954889875,-0.7356123579206248,-0.015927363216628337,-0.4586086847328526,-0.45630493409294504,-0.49071768116492126,-0.4659334899897397,0.6054772391594245,0.0
14,0.8342463954889875,-0.7356123579206248,-0.015927363216628337,-0.4586086847328526,-0.45630493409294504,0.5072564209197079,-0.4659334899897397,0.6054772391594245,1.0
15,0.8342463954889875,-0.7356123579206248,-0.6175600210975459,-0.4586086847328526,-0.45630493409294504,-0.5016190987248168,-0.4659334899897397,0.6054772391594245,0.0
16,-1.5608480947858476,-0.7356123579206248,0.47644290189331207,0.44092129744288033,1.9773213810694286,1.815430648068454,-0.4659334899897397,0.6054772391594245,1.0
17,-0.3633008496484301,-0.7356123579206248,0.24201370410955678,-0.4586086847328526,-0.45630493409294504,-0.40368349902100875,-0.4659334899897397,0.6054772391594245,0.0
18,-1.5608480947858476,-0.7356123579206248,0.39829983596539364,-0.4586086847328526,-0.45630493409294504,-0.1150287114963757,-0.4659334899897397,0.6054772391594245,1.0
19,-1.5608480947858476,-0.7356123579206248,0.6327290337491489,0.44092129744288033,-0.45630493409294504,1.1974364553306132,-0.4659334899897397,0.6054772391594245,1.0
20,-0.3633008496484301,1.3594116374373146,0.3201567700374752,-0.4586086847328526,0.7605082234882418,-0.18275057511723075,-0.4659334899897397,0.6054772391594245,1.0
21,0.8342463954889875,-0.7356123579206248,0.828086698568945,-0.4586086847328526,-0.45630493409294504,-0.4968976230922997,-0.4659334899897397,-1.6515897466076452,0.0
22,-0.3633008496484301,-0.7356123579206248,-0.015927363216628337,-0.4586086847328526,-0.45630493409294504,-0.6565461228829085,-0.4659334899897397,0.6054772391594245,0.0
23,0.8342463954889875,-0.7356123579206248,-2.258564405583833,4.0390412261458115,1.9773213810694286,0.3095847984305822,-0.4659334899897397,0.6054772391594245,0.0
24,-0.3633008496484301,-0.7356123579206248,1.7267319567400068,-0.4586086847328526,-0.45630493409294504,-0.37844873615088026,-0.4659334899897397,0.6054772391594245,0.0
25,0.8342463954889875,-0.7356123579206248,1.179730495244578,-0.4586086847328526,-0.45630493409294504,-0.5128624730713606,-0.4659334899897397,0.6054772391594245,0.0
26,0.8342463954889875,-0.7356123579206248,-0.015927363216628337,-0.4586086847328526,-0.45630493409294504,-0.49389417131559377,-0.4659334899897397,0.6054772391594245,0.0
27,-0.3633008496484301,-0.7356123579206248,1.8830180885958436,0.44092129744288033,-0.45630493409294504,-0.12095115584344669,-0.4659334899897397,0.6054772391594245,0.0
28,-0.3633008496484301,-0.7356123579206248,-1.0864184166650563,-0.4586086847328526,-0.45630493409294504,-0.12095115584344669,-0.4659334899897397,0.6054772391594245,0.0
29,0.8342463954889875,-0.7356123579206248,-0.015927363216628337,-0.4586086847328526,-0.45630493409294504,-0.49071768116492126,-0.4659334899897397,0.6054772391594245,0.0
30,0.8342463954889875,1.3594116374373146,-1.8678490759442408,3.1395112439700794,1.9773213810694286,-0.012287176953709763,-0.4659334899897397,0.6054772391594245,0.0
31,-1.5608480947858476,1.3594116374373146,1.414159693028333,0.44092129744288033,-0.45630493409294504,0.15920621153104106,2.1462290680629748,-1.6515897466076452,1.0
