,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_S
0,0.018029513356899174,0.018029513356899174,0.8834461544880595,0.0,0.0,0.4674908577337101,0.0,0.018029513356899174,1.0
1,0.06458336837206266,0.03229168418603133,0.9041671572088772,0.0,0.0,0.41979189441840725,0.0,0.03229168418603133,1.0
2,0.008710436630912066,0.008710436630912066,0.2586922822587081,0.0,0.0,0.965841958076412,0.008710436630912066,0.0,1.0
3,0.048860282153531234,0.0,0.9934924037884685,0.0,0.0,0.10158866997755037,0.0,0.016286760717843747,0.0
4,0.1830192408287014,0.061006413609567135,0.8540897905339399,0.0,0.0,0.4791565737722622,0.0,0.061006413609567135,0.0
5,0.16603991505104013,0.0,0.8855462136055474,0.0,0.0,0.4303201131739457,0.0,0.055346638350346714,0.0
6,0.061898446059017294,0.030949223029508647,0.5880352375606643,0.030949223029508647,0.0,0.8046797987672248,0.0,0.030949223029508647,1.0
7,0.09698433076645394,0.0,0.9601163497847273,0.0,0.0,0.26024128755665143,0.0,0.03232811025548465,0.0
8,0.06893284578976151,0.0,0.9420822257934073,0.04595523052650767,0.0,0.3241750894185641,0.0,0.022977615263253835,0.0
9,0.10846247086073008,0.0,0.940008080792994,0.0723083139071534,0.0,0.3131853846103581,0.0,0.0361541569535767,0.0
10,0.12441574304628254,0.0,0.9123821156727386,0.0,0.0,0.3877623991609139,0.0,0.041471914348760845,0.0
11,0.07543142864047142,0.0,0.8674614293654214,0.0,0.0,0.49030428616306426,0.0,0.03771571432023571,0.0
12,0.01051053417698741,0.0,0.5465477772033452,0.01051053417698741,0.01051053417698741,0.8371640471970472,0.0,0.01051053417698741,0.0
13,0.09698433076645394,0.0,0.9601163497847273,0.0,0.0,0.26024128755665143,0.0,0.03232811025548465,0.0
14,0.04694489053510566,0.0,0.46474060897680036,0.0,0.0,0.8840630488977408,0.0,0.01564829684503522,1.0
15,0.12785507391126874,0.0,0.937603875349304,0.0,0.0,0.3205241466239567,0.0,0.04261835797042291,0.0
16,0.007980106450541985,0.0,0.2872838322195114,0.007980106450541985,0.01596021290108397,0.9576127740650381,0.0,0.007980106450541985,1.0
17,0.05668940559793929,0.0,0.9353751923659982,0.0,0.0,0.3479312268573524,0.0,0.028344702798969643,0.0
18,0.022833474481062467,0.0,0.7991716068371864,0.0,0.0,0.6002349604209296,0.0,0.022833474481062467,1.0
19,0.010234497840947194,0.0,0.38891091795599336,0.010234497840947194,0.0,0.9211048056852474,0.0,0.010234497840947194,1.0
20,0.048621663832631515,0.024310831916315757,0.8265682851547358,0.0,0.024310831916315757,0.5591491340752625,0.0,0.024310831916315757,1.0
21,0.07256221317964097,0.0,0.9795898779251531,0.0,0.0,0.18745238404740583,0.0,0.0,0.0
22,0.0671520049288514,0.0,0.9971776473089158,0.0,0.0,0.0,0.0,0.0335760024644257,0.0
23,0.06339208785251044,0.0,0.02113069595083681,0.10565347975418406,0.04226139190167362,0.9910296400942464,0.0,0.02113069595083681,0.0
24,0.03719522351011138,0.0,0.9670758112628959,0.0,0.0,0.2510677586932518,0.0,0.01859761175505569,0.0
25,0.06572170238352316,0.0,0.9858255357528474,0.0,0.0,0.15280295804169133,0.0,0.021907234127841055,0.0
26,0.09710918432089864,0.0,0.9613523632520962,0.0,0.0,0.25558489918698385,0.0,0.032369728106966214,0.0
27,0.033342596452404276,0.0,0.9002501042149154,0.016671298226202138,0.0,0.43345375388125557,0.0,0.016671298226202138,0.0
28,0.06533715203848012,0.0,0.5226972163078409,0.0,0.0,0.8493829765002415,0.0,0.03266857601924006,0.0
29,0.09698433076645394,0.0,0.9601163497847273,0.0,0.0,0.26024128755665143,0.0,0.03232811025548465,0.0
30,0.09279765605154618,0.03093255201718206,0.18559531210309235,0.12373020806872824,0.06186510403436412,0.9674155643373689,0.0,0.03093255201718206,0.0
31,0.016061982641832447,0.016061982641832447,0.7709751668079575,0.016061982641832447,0.0,0.636054512616565,0.016061982641832447,0.0,1.0
32,0.2107531483092028,0.0,0.4215062966184056,0.0,0.07025104943640094,0.8763818417191017,0.0,0.07025104943640094,1.0
33,0.09710918432089864,0.0,0.9613523632520962,0.0,0.0,0.25558489918698385,0.0,0.032369728106966214,0.0
34,0.09729301567507902,0.0,0.9631722395904365,0.0,0.0,0.25066572558527356,0.0,0.0,0.0
35,0.04578118967114558,0.0,0.9919257762081544,0.0,0.0,0.11826807331712609,0.0,0.0,0.0
36,0.1189855698919529,0.0,0.9518845591356232,0.0,0.0,0.2796160892460893,0.0,0.03966185663065097,0.0
37,0.007303286820127014,0.007303286820127014,0.2169011744811663,0.007303286820127014,0.0,0.9760842835099754,0.0,0.007303286820127014,1.0
38,0.09762622757694585,0.0,0.9664709394154176,0.0,0.0,0.2352531747997523,0.03254207585898195,0.0,0.0
39,0.14206623826110737,0.047355412753702454,0.7103311913055368,0.047355412753702454,0.0,0.684484607024566,0.047355412753702454,0.0,1.0
40,0.0288314965852446,0.0144157482926223,0.3459779590229352,0.0144157482926223,0.0288314965852446,0.9370236390204495,0.0,0.0144157482926223,1.0
41,0.10355777128656031,0.0345192570955201,0.8284621702924825,0.0345192570955201,0.0,0.5471302249639937,0.0,0.0345192570955201,1.0
42,0.015655161921656783,0.0,0.8766890676127798,0.0,0.0,0.48054771931479223,0.015655161921656783,0.0,0.0
43,0.09710918432089864,0.0,0.9613523632520962,0.0,0.0,0.25558489918698385,0.032369728106966214,0.0,0.0
44,0.024599815458347152,0.0,0.7305928133933883,0.0,0.0,0.6819265643577498,0.024599815458347152,0.0,0.0
45,0.019132309696159346,0.0,0.8609539363271707,0.0,0.0,0.5079628224330307,0.0,0.019132309696159346,1.0
46,0.1551182389342831,0.0,0.8790033539609375,0.0,0.0,0.4479039149227424,0.0,0.05170607964476103,0.0
47,0.11367791212573469,0.0,0.9473159343811224,0.0378926373752449,0.0,0.2946152555925291,0.0,0.0378926373752449,0.0
48,0.08089339450790548,0.0,0.9167918044229287,0.026964464835968493,0.026964464835968493,0.3882882936379463,0.0,0.026964464835968493,0.0
49,0.13265370915908428,0.0,0.9285759641135901,0.0,0.0,0.34379419623729346,0.0,0.0442179030530281,0.0
50,0.04644808472277725,0.023224042361388624,0.928961694455545,0.0,0.0,0.36577866719187085,0.0,0.023224042361388624,1.0
51,0.011551393545219609,0.011551393545219609,0.27723344508527065,0.0,0.0,0.9605942498514358,0.011551393545219609,0.0,1.0
52,0.09727654641633773,0.0,0.9630091987727974,0.0,0.0,0.25129774490887247,0.0,0.0,0.0
53,0.025173668017796205,0.0,0.6545153684627013,0.0,0.0,0.7552100405338862,0.025173668017796205,0.0,1.0
54,0.06192811222226325,0.030964056111131625,0.5883170661115008,0.0,0.0,0.8050654588894222,0.0,0.030964056111131625,1.0
55,0.06096399424789501,0.0,0.9449419108423727,0.0,0.0,0.32006096980144877,0.0,0.030481997123947505,0.0
56,0.15022503665385714,0.0,0.9013502199231429,0.0,0.0,0.40310384835451674,0.0,0.05007501221795239,1.0
57,0.09727654641633773,0.0,0.9630091987727974,0.0,0.0,0.25129774490887247,0.0,0.0,0.0
